transaction_amount,transaction_hour,customer_age,customer_tenure_months,merchant_risk_level,transaction_velocity,transaction_type,device_type,location_type,payment_method,is_fraud
488.33,4,32,104,Low,2,POS,Mobile,Domestic,UPI,1
3471.89,4,39,111,Low,2,E-commerce,Mobile,Domestic,Card,1
4110.52,17,49,91,High,5,E-commerce,Mobile,Domestic,Card,1
11642.51,5,22,84,Low,2,E-commerce,Mobile,Domestic,Card,0
1330.2,8,61,102,High,0,E-commerce,Desktop,Domestic,Card,1
1163.11,10,61,89,Low,2,E-commerce,Mobile,Domestic,Wallet,0
3744.89,22,26,112,Low,2,E-commerce,Desktop,International,UPI,1
1041.83,13,58,112,Medium,6,POS,Mobile,Domestic,UPI,0
6675.34,23,32,93,Low,2,E-commerce,Mobile,Domestic,Card,0
4887.1,1,64,14,Low,3,E-commerce,Desktop,Domestic,Wallet,1
1400.89,13,69,28,Medium,8,POS,Mobile,Domestic,Wallet,1
3474.46,18,61,30,High,5,E-commerce,Mobile,Domestic,Wallet,1
3511.58,9,54,79,Medium,3,E-commerce,Mobile,Domestic,Card,1
272.09,4,50,54,Medium,2,E-commerce,Mobile,Domestic,Card,0
5821.11,22,39,59,High,0,In-App,Desktop,Domestic,Wallet,0
1759.27,3,68,85,Low,3,E-commerce,Mobile,Domestic,UPI,1
4378.33,6,28,12,Low,5,E-commerce,Mobile,Domestic,Card,0
964.34,23,67,119,Low,3,E-commerce,Mobile,Domestic,Card,1
5646.98,12,23,114,Low,2,E-commerce,Mobile,International,Card,0
1232.47,9,34,75,Medium,1,In-App,Mobile,Domestic,Card,1
27.24,9,63,39,Low,6,E-commerce,Mobile,Domestic,UPI,1
5894.77,3,61,70,Low,6,POS,Desktop,Domestic,Card,0
239.31,15,22,67,Low,6,E-commerce,Mobile,Domestic,UPI,1
961.63,14,56,105,Low,3,POS,Desktop,Domestic,UPI,0
7492.43,20,65,15,Low,2,E-commerce,Desktop,International,Card,1
7519.87,10,26,98,Low,1,E-commerce,Mobile,Domestic,Card,1
2129.99,18,46,4,High,1,E-commerce,Mobile,Domestic,UPI,1
2498.08,20,40,98,Medium,3,E-commerce,Mobile,Domestic,Card,0
1487.54,23,64,102,High,4,In-App,Desktop,Domestic,Wallet,1
867.56,2,53,44,High,2,E-commerce,Mobile,Domestic,Card,1
996.22,14,48,39,High,5,E-commerce,Tablet,Domestic,Card,1
2790.81,15,37,105,Low,5,E-commerce,Desktop,Domestic,Card,0
3489.59,13,40,70,High,3,POS,Mobile,International,Card,1
3920.49,4,24,86,Low,2,In-App,Mobile,Domestic,UPI,0
3897.08,16,63,37,Low,4,E-commerce,Mobile,Domestic,Card,0
239.09,17,53,58,Medium,3,In-App,Mobile,Domestic,Card,0
1705.12,18,21,32,Low,1,E-commerce,Desktop,Domestic,UPI,0
148.2,0,41,28,Low,4,POS,Mobile,International,Card,1
1993.65,8,31,90,Low,1,In-App,Mobile,Domestic,Wallet,0
1456.39,20,42,4,Low,0,E-commerce,Mobile,Domestic,Card,1
5466.55,13,24,10,Medium,1,E-commerce,Mobile,Domestic,UPI,0
1080.48,19,32,27,Low,2,E-commerce,Mobile,Domestic,Card,0
311.26,20,61,84,Medium,4,In-App,Desktop,International,UPI,0
385.77,19,63,36,Low,3,In-App,Mobile,Domestic,Card,0
3583.58,20,30,5,Low,1,POS,Mobile,Domestic,Card,0
2407.26,22,36,81,Low,5,In-App,Mobile,Domestic,UPI,0
266.52,10,29,50,High,3,POS,Desktop,Domestic,Wallet,0
219.64,23,65,32,High,2,E-commerce,Desktop,Domestic,Wallet,1
3018.02,1,43,99,Low,2,E-commerce,Mobile,Domestic,Card,0
188.87,19,65,23,High,4,POS,Mobile,Domestic,Card,0
4312.96,23,50,77,Medium,5,POS,Mobile,Domestic,Card,0
3062.5,22,32,61,Low,7,In-App,Desktop,Domestic,Wallet,0
212.12,4,54,1,Low,6,E-commerce,Desktop,Domestic,Wallet,0
221.63,21,23,31,Medium,5,POS,Mobile,Domestic,Card,0
10788.65,23,42,19,Low,0,POS,Mobile,Domestic,Card,1
1172.09,14,34,87,Low,3,In-App,Desktop,Domestic,UPI,0
1157.64,11,60,54,Low,3,E-commerce,Mobile,Domestic,Card,1
4188.94,13,53,34,Low,6,POS,Mobile,Domestic,UPI,0
7355.41,10,67,4,Low,2,E-commerce,Mobile,International,Card,0
10671.93,20,69,48,Medium,2,POS,Desktop,International,Card,1
3499.75,8,63,48,Medium,2,POS,Mobile,Domestic,UPI,0
1180.05,19,26,49,Medium,5,In-App,Mobile,Domestic,Wallet,0
217.98,7,45,60,Medium,5,POS,Desktop,Domestic,Card,0
3753.11,11,52,117,Low,4,In-App,Mobile,Domestic,Card,0
2043.4,2,20,44,Low,5,E-commerce,Mobile,Domestic,UPI,1
1380.08,20,28,34,High,6,E-commerce,Mobile,Domestic,UPI,0
5920.59,14,37,94,Low,4,E-commerce,Mobile,Domestic,Wallet,0
294.7,7,40,56,Medium,3,POS,Mobile,Domestic,UPI,0
1696.26,6,47,74,Low,0,E-commerce,Mobile,International,Card,1
28.55,16,54,6,Low,4,E-commerce,Mobile,Domestic,Card,0
1580.89,11,53,76,Low,4,E-commerce,Mobile,International,UPI,0
144.88,19,61,76,Medium,1,E-commerce,Mobile,Domestic,Wallet,0
316.23,17,29,113,Medium,5,E-commerce,Mobile,Domestic,Wallet,0
312.57,17,53,82,Medium,2,POS,Desktop,Domestic,UPI,0
2618.92,14,52,36,High,2,POS,Mobile,Domestic,Card,1
3426.49,22,51,35,Low,1,In-App,Mobile,Domestic,UPI,0
2188.88,2,21,25,Low,4,E-commerce,Mobile,Domestic,Card,1
8186.8,18,41,49,Low,0,E-commerce,Desktop,International,Card,0
1174.49,14,53,55,Low,4,POS,Mobile,International,Card,0
841.17,15,45,41,High,3,E-commerce,Desktop,Domestic,UPI,1
5073.76,21,56,57,High,5,In-App,Tablet,International,Wallet,1
632.71,21,19,22,Low,3,E-commerce,Mobile,Domestic,Wallet,0
8257.18,16,60,94,Medium,3,POS,Mobile,International,UPI,1
30.57,0,22,44,High,2,POS,Desktop,Domestic,UPI,1
8756.32,10,45,29,Medium,2,POS,Desktop,International,UPI,1
110.3,5,30,71,Low,2,In-App,Desktop,Domestic,Card,1
5544.3,22,53,48,Medium,0,E-commerce,Desktop,Domestic,UPI,0
1875.36,8,26,104,Medium,3,E-commerce,Mobile,Domestic,Card,0
12392.07,19,56,3,Medium,3,E-commerce,Desktop,Domestic,UPI,1
191.65,15,47,85,Low,3,E-commerce,Mobile,Domestic,UPI,0
2017.77,5,44,45,Low,5,E-commerce,Mobile,Domestic,UPI,1
8708.94,11,30,20,Low,2,In-App,Mobile,Domestic,Wallet,0
1851.11,18,59,73,Low,1,E-commerce,Mobile,Domestic,Card,0
2481.57,12,56,105,Low,1,E-commerce,Mobile,Domestic,Wallet,0
2974.75,12,67,36,Low,1,E-commerce,Desktop,International,UPI,1
1515.32,3,45,60,Low,2,In-App,Desktop,Domestic,Card,0
2469.19,8,35,78,Low,5,E-commerce,Mobile,Domestic,Wallet,0
2194.56,13,51,18,High,3,POS,Mobile,Domestic,UPI,1
5785.58,13,38,97,Low,8,E-commerce,Mobile,Domestic,Card,0
116.28,16,18,115,Low,2,E-commerce,Mobile,Domestic,Card,0
824.61,4,62,66,Low,5,POS,Mobile,International,Card,0
7509.99,22,40,101,Low,5,In-App,Mobile,Domestic,Card,0
5524.19,18,51,31,Medium,1,E-commerce,Mobile,International,Card,0
1520.44,1,53,86,Low,0,In-App,Mobile,International,Card,1
2419.83,12,26,110,Medium,6,E-commerce,Tablet,Domestic,UPI,0
812.18,10,25,9,Low,3,E-commerce,Mobile,Domestic,Card,0
521.01,1,67,20,Low,1,In-App,Mobile,Domestic,UPI,1
1557.65,0,47,20,Medium,3,E-commerce,Mobile,International,Card,0
1089.88,20,65,47,High,5,POS,Mobile,Domestic,Card,1
2190.61,2,53,116,Low,5,E-commerce,Mobile,Domestic,UPI,0
202.31,11,53,1,Medium,3,E-commerce,Mobile,Domestic,UPI,1
9162.4,6,35,94,Medium,1,E-commerce,Desktop,Domestic,UPI,0
10709.66,0,19,83,Low,1,E-commerce,Mobile,Domestic,UPI,0
2994.66,8,28,100,High,2,POS,Mobile,Domestic,Card,0
1920.2,17,69,14,Medium,6,POS,Desktop,Domestic,UPI,1
925.95,23,53,1,Low,4,E-commerce,Mobile,Domestic,Card,1
4202.27,19,48,69,High,4,POS,Desktop,Domestic,Wallet,0
2885.82,5,48,10,Low,3,E-commerce,Mobile,International,Card,1
443.68,8,41,73,Low,3,POS,Mobile,Domestic,Card,0
6045.75,22,63,49,Low,3,E-commerce,Desktop,Domestic,UPI,1
4322.49,7,38,14,Medium,1,POS,Mobile,International,Card,1
7479.35,22,49,60,Medium,3,E-commerce,Desktop,Domestic,UPI,1
3234.01,17,66,103,Low,4,POS,Mobile,Domestic,Card,0
2376.01,14,47,82,Low,3,E-commerce,Mobile,Domestic,Card,1
1354.26,0,25,42,Low,2,POS,Desktop,Domestic,UPI,0
6747.55,13,50,59,Low,1,POS,Mobile,International,Wallet,0
5025.98,17,68,25,Medium,2,E-commerce,Desktop,Domestic,Card,0
115.68,18,68,36,Medium,4,In-App,Mobile,Domestic,Card,0
66.8,18,56,95,Low,3,E-commerce,Mobile,Domestic,Wallet,1
1180.87,9,18,110,Low,1,POS,Mobile,Domestic,UPI,0
4159.12,19,50,35,Low,5,E-commerce,Desktop,Domestic,Card,0
10910.69,20,59,91,Low,3,POS,Mobile,Domestic,Card,0
407.52,5,30,119,Medium,2,E-commerce,Desktop,International,Wallet,1
2254.31,16,39,86,Low,4,E-commerce,Desktop,International,Wallet,0
1198.68,13,22,11,Low,5,E-commerce,Mobile,Domestic,Wallet,0
8759.27,12,29,10,Low,0,E-commerce,Mobile,Domestic,Card,0
4614.78,7,46,8,High,4,E-commerce,Desktop,International,Wallet,0
4555.48,21,20,105,Low,1,E-commerce,Mobile,Domestic,Wallet,1
1581.04,9,68,92,Low,7,In-App,Mobile,International,Wallet,1
1339.59,8,53,23,High,2,POS,Mobile,Domestic,Card,0
798.47,4,64,6,Low,3,POS,Mobile,Domestic,Card,0
145.07,22,62,78,Medium,3,E-commerce,Desktop,Domestic,UPI,0
5001.07,3,28,88,Medium,2,POS,Mobile,Domestic,Wallet,1
4190.29,5,43,64,Low,3,In-App,Tablet,International,UPI,1
20431.11,5,19,73,Low,5,POS,Mobile,Domestic,Card,1
14237.18,12,46,46,Low,4,E-commerce,Desktop,Domestic,Wallet,1
2026.63,3,58,104,Medium,3,E-commerce,Desktop,Domestic,Card,1
3663.21,21,46,38,Medium,2,E-commerce,Desktop,Domestic,UPI,0
7240.43,7,61,25,Medium,4,In-App,Mobile,Domestic,UPI,1
4736.93,4,53,102,Low,6,E-commerce,Desktop,Domestic,UPI,0
710.38,1,36,94,Low,2,E-commerce,Mobile,Domestic,Card,1
1497.07,8,27,86,Low,4,In-App,Desktop,Domestic,UPI,1
345.74,10,28,2,High,6,E-commerce,Desktop,Domestic,Card,1
7700.56,19,24,89,High,6,In-App,Mobile,Domestic,Card,1
2329.62,19,30,24,Low,1,E-commerce,Mobile,Domestic,UPI,1
649.01,10,58,101,Low,4,E-commerce,Mobile,Domestic,UPI,0
2784.57,6,61,67,Medium,4,In-App,Desktop,Domestic,UPI,1
2406.68,13,19,107,Low,2,E-commerce,Mobile,Domestic,Wallet,0
1108.55,5,47,90,Low,3,In-App,Mobile,Domestic,Card,0
301.35,3,39,94,Low,2,E-commerce,Desktop,Domestic,Card,0
2783.6,5,18,93,Low,1,E-commerce,Mobile,International,Card,0
1836.53,2,44,71,Low,1,E-commerce,Mobile,Domestic,UPI,1
3699.52,22,24,61,Low,2,E-commerce,Desktop,Domestic,Card,0
1835.77,5,18,9,Low,1,E-commerce,Mobile,International,UPI,0
4779.43,2,42,45,Low,1,E-commerce,Desktop,Domestic,UPI,0
2006.89,0,65,94,Low,1,E-commerce,Mobile,Domestic,Card,0
2057.79,20,21,16,Low,1,E-commerce,Mobile,Domestic,Card,0
5231.9,17,47,119,Low,3,E-commerce,Desktop,Domestic,Card,0
1291.62,22,25,108,Low,0,E-commerce,Mobile,Domestic,Wallet,0
359.72,22,66,104,Low,4,E-commerce,Mobile,International,UPI,0
73.01,3,38,14,High,2,E-commerce,Mobile,International,Card,1
3517.64,5,68,26,Low,5,POS,Desktop,Domestic,Card,0
2421.0,16,21,46,Low,2,POS,Mobile,Domestic,Card,1
3044.16,17,21,101,Low,4,In-App,Desktop,Domestic,Wallet,0
598.7,5,25,58,Medium,3,POS,Mobile,Domestic,Card,0
366.53,1,59,74,Low,3,E-commerce,Mobile,Domestic,Card,0
36.63,11,43,30,Low,4,POS,Mobile,International,Wallet,0
1079.22,11,46,86,High,0,E-commerce,Mobile,Domestic,Wallet,0
2228.49,3,33,56,Low,1,E-commerce,Mobile,Domestic,UPI,1
1244.95,15,36,94,High,1,E-commerce,Mobile,Domestic,UPI,0
1438.3,19,18,32,Medium,3,POS,Desktop,International,UPI,0
5862.65,9,54,78,Medium,4,In-App,Desktop,Domestic,Wallet,1
1070.26,9,51,23,Low,3,POS,Mobile,International,Card,0
1803.81,6,46,17,Low,1,POS,Mobile,Domestic,Wallet,0
3827.18,13,44,100,Medium,1,In-App,Mobile,Domestic,Card,0
1262.7,6,65,93,Low,3,POS,Mobile,Domestic,Card,1
2432.73,11,62,24,Low,3,POS,Mobile,Domestic,UPI,1
4957.85,10,47,47,Low,2,In-App,Mobile,Domestic,Card,0
7465.48,16,23,11,Low,4,POS,Desktop,Domestic,UPI,0
397.7,10,53,41,Low,1,E-commerce,Mobile,Domestic,UPI,1
6529.16,20,56,15,Low,1,POS,Mobile,Domestic,Wallet,1
1693.76,2,19,86,Low,4,E-commerce,Desktop,International,UPI,1
746.84,18,59,91,Low,4,In-App,Desktop,Domestic,Card,0
1536.47,21,31,52,Medium,3,E-commerce,Desktop,International,Card,1
9784.13,3,25,34,Low,3,E-commerce,Mobile,Domestic,UPI,0
1696.23,7,20,60,Low,2,E-commerce,Mobile,Domestic,Card,0
996.54,13,52,57,Medium,3,POS,Mobile,Domestic,Card,0
2508.72,19,44,33,Medium,4,POS,Desktop,International,Card,1
686.57,23,51,21,Low,6,E-commerce,Desktop,Domestic,Card,0
197.24,13,45,24,High,2,E-commerce,Mobile,Domestic,Card,1
344.94,15,48,20,Low,5,E-commerce,Mobile,International,Wallet,0
342.55,14,34,113,Low,6,E-commerce,Desktop,Domestic,Card,1
411.9,11,36,68,Medium,1,In-App,Desktop,International,UPI,1
373.65,15,59,101,Low,1,E-commerce,Mobile,Domestic,Card,1
2560.21,19,61,101,High,2,POS,Mobile,International,Card,1
501.87,18,28,60,Low,4,In-App,Desktop,Domestic,Card,0
1060.35,4,26,46,Medium,1,POS,Mobile,Domestic,Card,0
5677.44,11,47,33,Low,7,In-App,Desktop,Domestic,Card,0
1605.95,4,62,31,Low,2,POS,Mobile,Domestic,UPI,0
2753.22,9,23,34,Medium,6,E-commerce,Mobile,Domestic,Card,1
472.82,16,31,22,Medium,4,POS,Mobile,Domestic,Card,0
533.88,14,48,106,High,5,E-commerce,Desktop,Domestic,Card,0
104.32,7,28,30,Low,3,POS,Mobile,Domestic,Card,0
462.62,7,22,5,Low,0,POS,Mobile,Domestic,UPI,0
816.37,7,48,41,High,2,E-commerce,Mobile,Domestic,Card,1
487.03,9,19,45,Low,6,In-App,Mobile,International,Card,1
232.21,19,56,87,Low,5,In-App,Mobile,Domestic,Card,0
321.39,12,34,61,Low,3,E-commerce,Mobile,Domestic,UPI,0
1544.07,15,55,117,High,3,POS,Mobile,Domestic,UPI,1
577.73,8,63,13,Low,0,POS,Mobile,Domestic,UPI,0
1132.45,15,53,9,Medium,3,E-commerce,Desktop,Domestic,Card,0
1750.01,9,20,78,Low,5,POS,Mobile,Domestic,Wallet,0
2931.14,2,60,81,Low,1,E-commerce,Mobile,Domestic,UPI,1
100.26,22,46,35,High,3,E-commerce,Mobile,Domestic,Card,0
4016.24,21,50,18,Low,2,POS,Desktop,Domestic,UPI,1
2471.48,13,31,12,Low,3,In-App,Mobile,Domestic,Wallet,1
213.24,12,55,119,Low,2,POS,Mobile,Domestic,Card,1
5170.34,3,46,41,Low,4,POS,Mobile,Domestic,Card,0
6341.73,3,40,16,Medium,0,In-App,Mobile,Domestic,UPI,0
157.56,5,34,94,Low,1,POS,Desktop,Domestic,UPI,0
810.44,23,66,13,Low,4,In-App,Mobile,Domestic,Card,1
4102.34,18,28,18,Low,1,E-commerce,Mobile,Domestic,Card,1
3448.39,10,45,76,High,8,E-commerce,Mobile,Domestic,Card,1
509.95,7,24,118,Medium,0,In-App,Mobile,Domestic,UPI,0
587.25,13,62,98,Medium,3,In-App,Mobile,Domestic,UPI,0
1156.96,7,57,51,Low,2,E-commerce,Desktop,Domestic,UPI,0
1656.66,13,25,33,Low,4,In-App,Desktop,Domestic,Card,0
2407.5,22,58,70,Low,5,In-App,Desktop,International,UPI,1
1150.78,6,46,82,Low,3,E-commerce,Mobile,Domestic,Card,0
1552.23,20,42,67,Low,6,E-commerce,Mobile,International,UPI,0
3440.57,17,24,54,High,2,E-commerce,Mobile,Domestic,Wallet,1
93.43,11,39,6,High,2,POS,Desktop,Domestic,Wallet,0
727.34,13,26,36,Medium,5,In-App,Mobile,Domestic,Card,0
3123.73,14,28,113,Low,1,POS,Desktop,Domestic,UPI,0
5639.42,17,51,55,Low,2,E-commerce,Mobile,International,Card,1
1791.95,11,44,50,Low,6,E-commerce,Desktop,Domestic,Wallet,0
1898.82,9,67,86,Medium,1,POS,Mobile,Domestic,Card,0
283.4,11,39,71,Medium,6,E-commerce,Mobile,Domestic,Card,0
1482.86,7,20,94,Medium,3,POS,Mobile,Domestic,UPI,0
1901.52,5,67,66,Medium,3,POS,Desktop,International,Card,1
694.23,23,65,96,High,0,POS,Mobile,Domestic,Card,1
784.19,18,57,15,Low,1,POS,Mobile,Domestic,Card,0
1184.16,0,25,22,Low,1,E-commerce,Desktop,Domestic,UPI,1
50.69,12,23,49,High,3,E-commerce,Desktop,Domestic,UPI,1
971.81,21,42,38,Medium,1,E-commerce,Tablet,Domestic,UPI,0
593.89,15,19,8,High,2,POS,Desktop,Domestic,Card,0
991.87,17,33,8,Low,1,E-commerce,Mobile,Domestic,Wallet,0
318.91,11,58,103,Low,5,E-commerce,Mobile,Domestic,UPI,0
5530.2,4,68,100,Low,5,E-commerce,Desktop,International,UPI,0
2251.0,20,38,84,Low,9,POS,Mobile,Domestic,Card,0
2841.58,12,32,37,High,1,E-commerce,Desktop,Domestic,Wallet,1
3891.77,7,51,72,Low,1,POS,Mobile,Domestic,Card,1
1725.09,5,64,78,High,1,POS,Mobile,Domestic,Wallet,1
227.33,2,60,84,Low,0,E-commerce,Desktop,International,Wallet,1
1925.65,19,37,99,Low,3,POS,Mobile,Domestic,UPI,0
2209.81,3,61,25,Low,1,POS,Mobile,Domestic,Wallet,1
3420.54,11,48,82,Low,0,POS,Tablet,Domestic,UPI,0
1412.59,12,32,54,Medium,3,In-App,Mobile,Domestic,Card,0
341.21,1,65,111,Low,2,In-App,Desktop,Domestic,UPI,0
834.41,18,45,21,Low,3,POS,Mobile,International,Card,0
1127.79,3,23,101,Medium,3,In-App,Mobile,Domestic,UPI,0
2595.56,22,20,111,Low,5,E-commerce,Mobile,International,Card,1
2114.45,12,55,59,Low,3,In-App,Desktop,Domestic,UPI,0
1100.52,18,40,31,Low,4,E-commerce,Mobile,Domestic,Card,0
10765.49,7,20,6,Medium,1,In-App,Desktop,Domestic,Wallet,0
2327.08,7,62,42,High,3,In-App,Desktop,Domestic,UPI,0
676.99,15,61,119,Medium,4,POS,Mobile,Domestic,UPI,0
268.36,10,25,52,High,2,E-commerce,Desktop,Domestic,UPI,0
414.72,17,19,47,Low,3,In-App,Mobile,International,Card,0
705.77,3,24,84,Low,3,E-commerce,Desktop,Domestic,Wallet,0
437.91,23,34,28,Medium,2,In-App,Mobile,Domestic,Card,0
516.23,0,24,105,Medium,4,In-App,Mobile,Domestic,Card,0
839.01,0,50,36,Medium,6,POS,Mobile,Domestic,UPI,0
476.01,13,53,40,Low,2,In-App,Mobile,Domestic,Card,0
5676.88,3,64,90,Low,2,E-commerce,Mobile,Domestic,Wallet,1
209.09,10,21,13,Low,3,E-commerce,Mobile,Domestic,UPI,1
1858.53,17,61,49,Low,2,POS,Tablet,Domestic,Card,0
1320.76,15,33,4,Low,5,In-App,Mobile,Domestic,Wallet,1
10096.61,16,38,98,Medium,3,In-App,Mobile,International,Card,1
297.07,23,35,101,Low,3,E-commerce,Mobile,International,Card,1
1268.14,1,63,64,Low,4,E-commerce,Desktop,Domestic,Card,0
8722.65,3,63,98,High,6,E-commerce,Desktop,Domestic,Card,1
5015.61,2,45,80,Low,2,E-commerce,Mobile,Domestic,Card,0
4246.66,14,60,23,Low,4,POS,Mobile,Domestic,Card,1
745.69,1,33,58,Medium,3,POS,Mobile,Domestic,Wallet,1
468.5,23,64,87,Medium,5,E-commerce,Mobile,Domestic,UPI,1
2761.4,18,39,15,Low,2,POS,Mobile,Domestic,UPI,0
6625.96,8,23,89,Medium,1,POS,Mobile,Domestic,Card,1
2034.13,9,47,93,Low,4,POS,Mobile,Domestic,UPI,0
2119.32,20,62,100,Medium,6,In-App,Desktop,Domestic,Card,1
821.19,18,45,79,Low,1,In-App,Mobile,International,Card,0
3668.68,4,34,101,Low,2,E-commerce,Mobile,International,Card,0
517.69,13,53,99,Low,3,E-commerce,Mobile,Domestic,UPI,1
977.72,9,29,46,Medium,1,In-App,Desktop,Domestic,UPI,0
1385.36,15,67,39,Medium,0,E-commerce,Desktop,Domestic,Card,1
1771.21,5,57,47,High,1,E-commerce,Mobile,International,Wallet,0
694.03,7,29,37,Low,3,In-App,Mobile,Domestic,UPI,0
304.96,1,53,41,Medium,3,In-App,Desktop,Domestic,UPI,0
2358.0,17,57,92,Low,2,E-commerce,Mobile,Domestic,Card,0
851.41,20,46,45,Low,2,In-App,Mobile,Domestic,Card,0
2176.13,20,19,30,Low,2,E-commerce,Mobile,Domestic,Card,0
419.16,20,46,71,Low,1,In-App,Desktop,Domestic,Card,0
1640.3,19,47,68,Low,2,E-commerce,Desktop,Domestic,Wallet,1
1901.37,7,53,7,Medium,3,E-commerce,Desktop,Domestic,UPI,0
133.04,4,61,97,Low,2,In-App,Mobile,Domestic,Wallet,1
1025.96,16,42,47,Low,4,E-commerce,Desktop,Domestic,UPI,1
360.87,15,38,47,Medium,2,E-commerce,Desktop,Domestic,Card,0
163.68,4,39,82,Low,1,POS,Desktop,Domestic,Card,0
11503.0,16,27,79,Low,4,POS,Mobile,Domestic,UPI,0
972.83,3,48,99,Low,0,E-commerce,Desktop,Domestic,Wallet,1
4150.18,0,64,101,Low,3,POS,Mobile,Domestic,Wallet,1
734.72,21,26,60,High,2,E-commerce,Desktop,International,UPI,1
2860.35,5,58,5,High,5,E-commerce,Desktop,Domestic,Card,1
3570.17,0,56,48,Low,3,E-commerce,Mobile,Domestic,Wallet,0
2263.62,23,51,87,Low,6,E-commerce,Mobile,Domestic,Card,0
1594.64,3,56,74,Low,3,POS,Desktop,Domestic,UPI,0
1326.89,1,58,89,Low,4,E-commerce,Mobile,Domestic,Card,1
1072.61,12,67,22,Low,5,POS,Desktop,Domestic,UPI,1
6631.39,13,40,95,Low,4,In-App,Desktop,Domestic,Card,1
4439.02,16,29,23,Medium,4,E-commerce,Mobile,Domestic,UPI,1
8382.94,10,24,92,Low,6,E-commerce,Mobile,Domestic,Card,1
331.82,2,49,45,Low,4,POS,Tablet,International,Card,0
3281.38,6,36,79,Low,2,In-App,Desktop,Domestic,Card,0
6965.32,9,39,104,Low,2,POS,Mobile,Domestic,Card,1
499.89,10,33,52,Low,4,E-commerce,Desktop,International,Card,1
172.03,9,25,71,High,4,POS,Mobile,Domestic,UPI,1
3378.48,7,47,46,Low,1,E-commerce,Mobile,Domestic,Card,0
2136.07,4,68,38,Low,3,E-commerce,Mobile,Domestic,UPI,0
4610.19,22,23,40,Low,3,E-commerce,Mobile,Domestic,UPI,0
376.4,1,19,15,Low,3,POS,Mobile,Domestic,Wallet,0
3965.13,14,51,113,Low,2,E-commerce,Mobile,Domestic,UPI,0
562.95,15,46,69,Low,3,E-commerce,Tablet,International,UPI,0
446.79,3,57,12,Low,2,POS,Desktop,Domestic,UPI,1
448.61,21,59,77,Low,5,E-commerce,Mobile,International,Card,0
4212.76,15,60,67,Medium,3,POS,Mobile,Domestic,Wallet,0
2735.53,11,69,57,Low,4,E-commerce,Desktop,Domestic,UPI,0
1850.94,13,37,19,Medium,0,POS,Mobile,Domestic,Card,0
1111.15,11,20,90,High,4,POS,Mobile,Domestic,UPI,0
5243.01,20,65,30,High,3,POS,Mobile,International,Card,0
1245.78,15,52,92,Low,1,E-commerce,Mobile,Domestic,Wallet,0
4240.21,15,25,79,Medium,4,In-App,Mobile,Domestic,Card,0
1445.69,21,68,18,Low,2,E-commerce,Mobile,International,Card,0
1182.8,11,29,117,Low,5,E-commerce,Mobile,Domestic,Card,0
1552.9,1,67,116,High,4,E-commerce,Mobile,Domestic,Wallet,1
896.61,22,62,63,Low,0,E-commerce,Mobile,Domestic,UPI,1
3441.94,23,60,7,Low,2,E-commerce,Desktop,Domestic,Card,1
1746.51,13,49,60,Low,3,In-App,Desktop,Domestic,UPI,0
660.61,10,46,78,Low,2,E-commerce,Mobile,Domestic,Wallet,0
5745.85,8,62,88,High,5,POS,Mobile,Domestic,Wallet,0
1210.83,21,38,116,Low,2,E-commerce,Desktop,International,UPI,0
1960.71,6,20,115,Medium,3,POS,Mobile,Domestic,Wallet,0
5923.74,11,55,63,High,1,In-App,Mobile,Domestic,Wallet,1
2447.0,16,44,57,Medium,3,In-App,Tablet,International,Card,0
310.79,8,20,88,High,2,E-commerce,Desktop,International,UPI,1
7026.54,5,18,75,Low,4,In-App,Mobile,Domestic,Card,1
2470.19,11,63,39,Low,3,E-commerce,Desktop,Domestic,UPI,0
1019.57,19,37,43,Low,3,POS,Mobile,Domestic,Card,0
374.94,9,24,104,Medium,3,In-App,Desktop,Domestic,Card,1
3950.0,8,58,56,Low,5,In-App,Mobile,Domestic,UPI,0
2419.44,11,18,10,Medium,3,E-commerce,Desktop,Domestic,Wallet,0
1906.03,0,27,107,Low,0,E-commerce,Mobile,Domestic,Card,1
5608.26,1,62,97,Low,6,E-commerce,Desktop,Domestic,Wallet,1
3884.98,18,29,20,Low,2,POS,Mobile,Domestic,UPI,1
411.23,0,21,106,Medium,1,E-commerce,Mobile,Domestic,Card,0
933.91,15,24,64,High,3,E-commerce,Mobile,Domestic,Card,0
714.17,15,27,39,Medium,3,In-App,Desktop,Domestic,UPI,0
3405.92,17,39,86,Low,4,In-App,Desktop,Domestic,Card,0
85.27,17,42,99,Low,1,POS,Mobile,Domestic,Card,0
2109.28,22,46,115,Low,2,POS,Desktop,Domestic,Card,1
3593.53,12,56,28,Medium,0,POS,Mobile,Domestic,Card,0
5234.17,21,32,100,Low,1,POS,Mobile,Domestic,UPI,0
1046.69,11,36,30,Medium,1,E-commerce,Mobile,Domestic,UPI,0
4304.52,8,56,58,Low,3,E-commerce,Mobile,Domestic,Card,0
293.11,4,63,70,Low,0,POS,Mobile,Domestic,UPI,1
4684.36,8,63,62,Medium,1,POS,Mobile,Domestic,Wallet,0
340.95,12,35,1,Medium,1,E-commerce,Mobile,Domestic,Wallet,0
1265.79,15,59,68,Low,3,POS,Mobile,Domestic,Card,0
3990.01,9,20,25,Low,3,E-commerce,Desktop,Domestic,Card,1
406.05,15,23,39,High,3,E-commerce,Mobile,Domestic,Card,1
650.98,13,39,11,Medium,3,In-App,Mobile,Domestic,UPI,0
